Lambda,Alpha,Dimension,m,k,ACC,NMI,Purity,Fscore,Precision,Recall,AR,Entropy,std1,std2,std3,std4,std5,std6,std7,std8
0.001,1e-05,15,15,3,34.5596432552954,30.6662100045111,37.3734671125975,23.9873030987879,22.8590383480139,25.2381288192575,18.0442996303945,270.021942884125,1.09765040608916,0.739829409644994,0.997009883433223,0.639025596294164,0.615905969484183,0.772229289798048,0.681177393532856,2.84173735679192
0.001,0.0001,15,15,3,34.5195094760312,30.6356141355319,37.3244147157191,23.9790148249822,22.8349624687654,25.2488220207992,18.0306943713725,270.158589328818,1.10185942331315,0.697257317623962,0.967497605715705,0.595790608159136,0.591506203008522,0.708095665237763,0.639611570604367,2.69617057725359
0.001,0.001,15,15,3,34.4459308807135,30.5956316455849,37.2931995540691,23.8951350617436,22.765404724156,25.1481361015725,17.943099845532,270.300388802167,1.03424618409788,0.665009344511915,0.972974448455208,0.544704492385679,0.552001100763759,0.658542516077012,0.585652498763127,2.57297641583678
0.001,0.01,15,15,3,34.4704570791527,30.6807635394056,37.2664437012263,23.9636043277144,22.8574876361333,25.1886781590999,18.0256321816174,269.944603544649,1.13286534168249,0.914592482520195,1.08978184294676,0.805337952213113,0.680499849968515,1.03040029597757,0.833238160682166,3.42126768675973
0.001,0.1,15,15,3,34.6332218506132,31.3306290486979,37.4581939799331,24.1942605904333,23.0885813021605,25.4206616256545,18.2757587288601,267.463083187956,1.71063080883138,1.07650740879608,1.39459887469334,1.01331466849148,1.00395766082876,1.13511026033294,1.09157304654292,4.1815755981921
0.001,1,15,15,3,34.6778149386845,31.7475863339313,38.1092530657748,24.273540455249,22.9050971074934,25.8268593649706,18.2880465471294,266.188396646389,1.24714793331553,0.694595401533812,1.15109110256182,0.628406757855894,0.745648059911308,0.685443426902644,0.705745891621186,2.66411744651634
0.001,10,15,15,3,33.2463768115942,29.774473940842,35.7591973244147,21.7586244091375,19.5107158923089,24.6050279635136,15.2236862983874,274.922079055336,1.1449636592958,0.71007320681881,0.996233939753199,0.624622399891874,0.668273842308045,0.767054447636444,0.702923583477085,2.73137880812165
0.001,100,15,15,3,30.9520624303233,27.7931907323811,33.3645484949833,19.3203176472396,16.4871925456207,23.3492460069599,12.2099312067884,283.269306724172,0.814683703509926,0.74378426471236,0.870244647174068,0.496030885032249,0.475737975001644,0.854910024446903,0.541044008516444,2.67731834459643
0.001,1000,15,15,3,30.9275362318841,27.6982553523924,33.190635451505,19.2478052246633,16.4057905221995,23.3036379912324,12.1222932482463,283.677125437059,0.789243770209378,0.74592919851287,0.789855924777681,0.580930511057188,0.504202421049602,1.02210136612186,0.612393307994446,2.61788031851573
0.001,10000,15,15,3,31.4492753623188,27.8818688441834,33.5250836120401,19.2229309854426,16.3105701079248,23.4318844500989,12.0595488063276,283.046623419477,1.1466894842056,0.776837622405463,0.900503162624641,0.541120231138925,0.47922695414485,1.07638483994271,0.562190514733,2.73715864997105
0.001,100000,15,15,3,31.2798216276477,27.8668542842218,33.5094760312152,19.2252667685605,16.3387957468142,23.3792531741394,12.0739772133428,283.077905978518,0.979721071560161,0.600801276836364,0.719997722377589,0.48499004299137,0.479048655921686,0.948320231747284,0.526394955058966,2.08848450426368
0.01,1e-05,15,15,3,34.0691192865106,30.3557251979483,37.0033444816054,23.6859501569963,22.5972618537389,24.891182642185,17.7256659829852,271.162585020525,2.03316011315321,1.27815242321184,2.06079794523382,0.817103161250248,0.856053003325552,0.868072474945174,0.896008612247996,5.02551869109429
0.01,0.0001,15,15,3,34.1047937569677,30.3615084636896,36.9788182831661,23.6823703033514,22.5903542360716,24.8918446708135,17.720974179046,271.142239889798,2.05532268627197,1.33369011838306,2.0849686310524,0.865884922424185,0.885397741496485,0.938902703320627,0.943683938964643,5.22055123019255
0.01,0.001,15,15,3,34.231884057971,30.55053013448,37.1861761426979,23.7784417540368,22.6827698460535,24.991321668197,17.8246518138658,270.421598733844,1.91617865261752,1.17812882252765,2.07478497490967,0.717145462871081,0.767614658464497,0.759188834066488,0.790176049113105,4.65071575896597
0.01,0.01,15,15,3,33.6989966555184,29.8011907329307,36.2341137123746,23.3488175112183,22.2503219077336,24.5627156990015,17.3554973049879,273.34002857289,2.00068468746987,1.01642475665834,1.93192259700736,0.728964786370684,0.745200493046611,0.725889338382321,0.799235534642551,3.9619660191746
0.01,0.1,15,15,3,33.819397993311,31.1119895519285,37.1460423634337,23.9315831391342,22.7468625834634,25.2497431041083,17.9683272915834,268.36543162885,1.49387954315698,1.10960843866293,1.66977811146283,0.811232291094467,0.716336818518726,0.966814256120318,0.855040421472663,4.23001216491914
