Lambda,Alpha,Dimension,m,k,ACC,NMI,Purity,Fscore,Precision,Recall,AR,Entropy
0.1,1e-05,7,7,3,69.9047619047619,59.1857821915429,71.0476190476191,56.6180649777716,55.1832141391982,58.1444991789819,49.4179286154694,115.715513705253
0.1,0.0001,7,7,3,69.9047619047619,59.1857821915429,71.0476190476191,56.6180649777716,55.1832141391982,58.1444991789819,49.4179286154694,115.715513705253
0.1,0.001,7,7,3,69.8571428571429,59.122302667841,71,56.599038662765,55.1982116728715,58.0886699507389,49.4007627178357,115.868702133536
0.1,0.01,7,7,3,69.5714285714286,59.2856641027267,71.2380952380952,56.781843279288,55.5670497470411,58.0591133004926,49.6393938986886,115.247344611727
0.1,0.1,7,7,3,69.4285714285714,59.1716605780333,70.8095238095238,56.4005698606489,54.9571275565993,57.9605911330049,49.1495453869355,115.800337346358
0.1,1,7,7,3,69.2380952380952,58.7913399908798,70.7142857142857,55.6791207290767,53.8793519949771,57.6288998357964,48.2649328869659,117.168258381546
0.1,10,7,7,3,66,56.7521232907639,67.9523809523809,52.9123720611439,50.1993983371273,56,44.82942774568,123.835046510214
1,1e-05,7,7,3,70.8571428571429,58.7029453070084,71.7142857142857,56.329784495919,54.9941897691855,57.7504105090312,49.099877745927,116.96347009525
1,0.0001,7,7,3,70.8571428571429,58.7029453070084,71.7142857142857,56.329784495919,54.9941897691855,57.7504105090312,49.099877745927,116.96347009525
1,0.001,7,7,3,71.9523809523809,59.1405359272023,72.2857142857143,57.1626672056108,55.4564406694863,59.0114942528736,50.0211676899313,116.102378671362
1,0.01,7,7,3,71.0952380952381,58.4797793696889,71.5238095238095,56.364742369627,54.7124559498087,58.1510673234811,49.0932240075218,117.884533472579
1,0.1,7,7,3,73.3809523809524,61.7177741497649,73.8095238095238,59.2433461239923,57.4871861301128,61.1395730706076,52.4426470186956,108.848883400841
1,1,7,7,3,74.1428571428571,62.2064386530913,74.5238095238095,59.7631159622824,57.7079557393172,62.0065681444992,53.0063332047733,107.718976847489
1,10,7,7,3,72.4285714285714,59.7933926484245,72.9523809523809,56.9945409129659,54.3593978852804,59.9934318555008,49.6436245093972,115.161162817159
10,1e-05,7,7,3,71.5714285714286,59.8502133171471,72.1428571428571,57.6011085497935,56.0029277500218,59.3333333333333,50.5193740498013,114.029019143867
10,0.0001,7,7,3,71.5238095238095,59.8010201444041,72.0476190476191,57.4970738613751,55.9031862868569,59.2249589490969,50.3989930179565,114.164199512661
10,0.001,7,7,3,72.0476190476191,60.3773456922773,72.3809523809524,58.0253458549349,56.3086741885707,59.8916256157635,50.9988503706816,112.652103159084
10,0.01,7,7,3,72.6666666666667,60.79328437365,73,58.6153418846623,57.0225154019126,60.3349753694581,51.7062926860934,111.363606406437
10,0.1,7,7,3,73,61.6796706007074,74,59.4917117553424,58.0339964613807,61.0509031198686,52.7736503141458,108.760561322125
10,1,7,7,3,75.5714285714286,63.5557295707935,75.9523809523809,61.8959891586469,59.8942669553315,64.0755336617406,55.5183209138306,104.002973422499
10,10,7,7,3,71.2857142857143,60.3507570861026,72.8571428571428,57.5285619114448,55.0092839837168,60.3382594417077,50.3215942246386,113.517296493894
100,1e-05,7,7,3,74.3333333333333,62.2641041260591,74.5238095238095,60.4362327876496,58.7045230784283,62.2988505747127,53.8386143765128,107.327470967806
100,0.0001,7,7,3,73.9047619047619,61.9290348113293,74.1904761904762,60.0827074525424,58.3249246017026,61.9737274220033,53.4222529172257,108.289721503801
100,0.001,7,7,3,74.9523809523809,62.2728085374782,74.9523809523809,60.7482860958417,59.1398308689047,62.4794745484401,54.2188937968353,107.204802510567
100,0.01,7,7,3,74.6666666666667,62.7386611697781,75.2857142857143,61.0521791660485,59.6128046731714,62.5911330049261,54.5923963363199,105.750534696164
100,0.1,7,7,3,74.8095238095238,63.6901717929159,75.6190476190476,61.8003176722076,60.1868417834419,63.5336617405583,55.4406001864757,103.24660265834
100,1,7,7,3,72.5238095238095,61.9590562779755,73.9047619047619,59.5138931062229,57.7226378993034,61.4646962233169,52.7545472864711,108.251585759888
100,10,7,7,3,71.7619047619048,60.5533846495511,72.9047619047619,56.9395054239415,53.9783199394595,60.311986863711,49.5494744815633,113.298861428927
1000,1e-05,7,7,3,72.2380952380952,60.6185545505356,72.9523809523809,58.4790752760407,56.8695907588911,60.1937602627258,51.562583744694,111.856148592858
