Lambda,Alpha,Dimension,m,k,ACC,NMI,Purity,Fscore,Precision,Recall,AR,Entropy,std1,std2,std3,std4,std5,std6,std7,std8
1000,10,50,50,1,58.3776333924001,67.5524268489064,64.5993305768852,46.6979100289331,47.5145128820664,45.9089018302829,45.4486952672725,177.262675215756,0,0,0,0,0,0,0,0
1000,10,50,50,3,62.029927151014,69.6108577495501,66.8044890726521,51.0082068072631,52.5262346019084,49.5754575707155,49.8740123187648,165.467829704401,0,0,0,0,0,0,0,0
1000,10,50,50,5,62.3449497932664,70.3922999347954,68.5568025201811,51.6845316771209,53.3372988264619,50.1311148086522,50.5684536276282,160.95491972766,0,0,0,0,0,0,0,0
1000,10,50,50,7,64.2350856467809,70.805179296686,69.1474699744044,53.7974476411609,55.760530741517,51.9678868552413,52.7349306730392,158.478286628372,0,0,0,0,0,0,0,0
1000,10,50,50,9,63.6247292774168,70.3235989562868,69.0293364835598,52.8389342508851,54.7995949806919,51.0137271214642,51.755033512353,161.110128417782,0,0,0,0,0,0,0,0
