Lambda,Alpha,Dimension,m,k,ACC,NMI,Purity,Fscore,Precision,Recall,AR,Entropy
100000,10000,6,6,3,42.0118343195266,34.6963736031695,55.6213017751479,35.9623307828134,34.9442379182156,37.0415277356775,15.8329333713519,150.088144226918
100000,100000,6,6,3,42.0118343195266,34.6963736031695,55.6213017751479,35.9623307828134,34.9442379182156,37.0415277356775,15.8329333713519,150.088144226918
1e-05,1e-05,30,30,3,29.585798816568,8.33971387102011,38.4615384615385,26.7159581022797,22.5083056478405,32.8584419521067,-1.19753686000332,212.178512658504
1e-05,0.0001,30,30,3,32.5443786982249,12.1270697788676,43.1952662721894,27.1037181996086,22.7188845601804,33.5859351318581,-0.858417855701713,203.756457098568
1e-05,0.001,30,30,3,35.5029585798817,14.8532915136806,46.7455621301775,29.6261682242991,24.1018817715263,38.4358896635344,1.48490049303454,198.539139265075
1e-05,0.01,30,30,3,38.4615384615385,16.3091709080129,46.1538461538462,32.0950367461995,24.0277359059391,48.3176720218248,1.52792121774618,197.634271796426
1e-05,0.1,30,30,3,33.7278106508876,7.7548142725932,36.6863905325444,35.086675098579,23.2498521001775,71.476204910579,0.0253608963712816,217.061272668454
1e-05,1,30,30,3,34.3195266272189,7.96889965549337,37.2781065088757,35.2777980579689,23.2352375456819,73.2343134283116,-0.00868745603822527,216.871033158614
1e-05,10,30,30,3,35.5029585798817,6.68566998834599,37.8698224852071,33.3275230956946,23.388379204893,57.9569566535314,0.318371662416213,218.014388437512
1e-05,100,30,30,3,32.5443786982249,6.54817595616286,35.5029585798817,32.3282086129279,22.4569270710408,57.6841467111246,-1.69170013185628,218.429589127047
1e-05,1000,30,30,3,34.9112426035503,6.46223837098491,37.2781065088757,33.5339914920941,22.8056768558952,63.3222188541982,-0.967782574506138,218.848343656717
1e-05,10000,30,30,3,34.9112426035503,6.46223837098491,37.2781065088757,33.5339914920941,22.8056768558952,63.3222188541982,-0.967782574506138,218.848343656717
1e-05,100000,30,30,3,34.9112426035503,6.46223837098491,37.2781065088757,33.5339914920941,22.8056768558952,63.3222188541982,-0.967782574506138,218.848343656717
0.0001,1e-05,30,30,3,29.585798816568,8.33971387102011,38.4615384615385,26.7159581022797,22.5083056478405,32.8584419521067,-1.19753686000332,212.178512658504
0.0001,0.0001,30,30,3,32.5443786982249,12.1270697788676,43.1952662721894,27.1037181996086,22.7188845601804,33.5859351318581,-0.858417855701713,203.756457098568
0.0001,0.001,30,30,3,35.5029585798817,14.8532915136806,46.7455621301775,29.6261682242991,24.1018817715263,38.4358896635344,1.48490049303454,198.539139265075
0.0001,0.01,30,30,3,38.4615384615385,16.3091709080129,46.1538461538462,32.0950367461995,24.0277359059391,48.3176720218248,1.52792121774618,197.634271796426
0.0001,0.1,30,30,3,33.7278106508876,7.7548142725932,36.6863905325444,35.086675098579,23.2498521001775,71.476204910579,0.0253608963712816,217.061272668454
0.0001,1,30,30,3,34.3195266272189,7.96889965549337,37.2781065088757,35.2777980579689,23.2352375456819,73.2343134283116,-0.00868745603822527,216.871033158614
0.0001,10,30,30,3,37.8698224852071,7.65075319013299,40.2366863905325,35.0073613610339,23.9722191105635,64.86814186117,1.62090948059894,216.707616109373
0.0001,100,30,30,3,33.7278106508876,6.44252353313105,36.094674556213,33.2263638607751,22.8032527671109,61.2003637465899,-0.959853782772719,218.757536649504
0.0001,1000,30,30,3,34.9112426035503,6.46223837098491,37.2781065088757,33.5339914920941,22.8056768558952,63.3222188541982,-0.967782574506138,218.848343656717
0.0001,10000,30,30,3,34.9112426035503,6.46223837098491,37.2781065088757,33.5339914920941,22.8056768558952,63.3222188541982,-0.967782574506138,218.848343656717
0.0001,100000,30,30,3,34.9112426035503,6.46223837098491,37.2781065088757,33.5339914920941,22.8056768558952,63.3222188541982,-0.967782574506138,218.848343656717
0.001,1e-05,30,30,3,32.5443786982249,12.1418841775252,43.1952662721894,26.8803634528016,23.027027027027,32.2825098514701,-0.339463967766878,203.339387131546
0.001,0.0001,30,30,3,31.9526627218935,12.1366464612452,43.1952662721894,26.8033504188024,22.8085106382979,32.494695362231,-0.695848927793016,203.448094427389
0.001,0.001,30,30,3,35.5029585798817,14.8532915136806,46.7455621301775,29.6261682242991,24.1018817715263,38.4358896635344,1.48490049303454,198.539139265075
0.001,0.01,30,30,3,38.4615384615385,16.3091709080129,46.1538461538462,32.0950367461995,24.0277359059391,48.3176720218248,1.52792121774618,197.634271796426
0.001,0.1,30,30,3,33.7278106508876,7.7548142725932,36.6863905325444,35.086675098579,23.2498521001775,71.476204910579,0.0253608963712816,217.061272668454
0.001,1,30,30,3,34.3195266272189,7.96889965549337,37.2781065088757,35.2777980579689,23.2352375456819,73.2343134283116,-0.00868745603822527,216.871033158614
0.001,10,30,30,3,33.7278106508876,6.96926097940638,36.6863905325444,33.7937062937063,23.7440117921631,58.5935131858139,1.07410094748153,217.446804569564
0.001,100,30,30,3,28.9940828402367,6.56575823635013,33.7278106508876,32.4401064773736,22.9331326056956,55.4107305244013,-0.644419076708649,217.663918915664
0.001,1000,30,30,3,35.5029585798817,6.61931696316201,37.8698224852071,33.3953864832052,22.7804770318021,62.5341012428008,-1.01936273105006,218.545763570141
0.001,10000,30,30,3,35.5029585798817,6.61931696316201,37.8698224852071,33.3953864832052,22.7804770318021,62.5341012428008,-1.01936273105006,218.545763570141
0.001,100000,30,30,3,35.5029585798817,6.61931696316201,37.8698224852071,33.3953864832052,22.7804770318021,62.5341012428008,-1.01936273105006,218.545763570141
0.01,1e-05,30,30,3,30.7692307692308,11.3687503165777,41.4201183431953,26.7313191595176,22.6602023608769,32.5856320096999,-0.940559077566954,205.862875359236
0.01,0.0001,30,30,3,29.585798816568,12.8003742346592,39.0532544378698,27.3362671498835,23.853625480009,32.0096999090634,0.960129341814446,202.620112026508
0.01,0.001,30,30,3,33.7278106508876,12.2002170444058,42.603550295858,29.7823006569625,25.8960573476702,35.040921491361,4.1704976228134,203.939177657357
0.01,0.01,30,30,3,37.2781065088757,13.0251105185776,45.5621301775148,31.1952406706328,24.2515977127481,43.7102152167323,1.85800478537666,203.12403001752
0.01,0.1,30,30,3,33.7278106508876,7.7548142725932,36.6863905325444,35.086675098579,23.2498521001775,71.476204910579,0.0253608963712816,217.061272668454
0.01,1,30,30,3,34.9112426035503,8.55688041237988,37.8698224852071,35.0936716329842,23.1893946778438,72.1127614428615,-0.115654301907436,215.811921039669
0.01,10,30,30,3,31.3609467455621,8.4368973489942,36.6863905325444,33.0842391304348,22.979827769258,59.0481964231585,-0.560612400930045,215.01475465359
0.01,100,30,30,3,35.5029585798817,7.27732408884126,39.0532544378698,30.9967585089141,23.2770424463715,46.3776902091543,0.0734761510648733,216.194025295316
0.01,1000,30,30,3,33.7278106508876,6.75472736906568,36.094674556213,35.1434096036094,23.9328431910458,66.1109427099121,1.54676388717469,218.495300246457
0.01,10000,30,30,3,33.7278106508876,6.75472736906568,36.094674556213,35.1434096036094,23.9328431910458,66.1109427099121,1.54676388717469,218.495300246457
0.01,100000,30,30,3,33.7278106508876,6.75472736906568,36.094674556213,35.1434096036094,23.9328431910458,66.1109427099121,1.54676388717469,218.495300246457
0.1,1e-05,30,30,3,31.9526627218935,21.7561591847785,49.7041420118343,29.7103998124047,24.225621414914,38.4055774477114,1.69241257124395,184.787552232216
0.1,0.0001,30,30,3,33.1360946745562,24.0701665218044,52.6627218934911,30.902945436987,25.6770310932798,38.7996362534101,4.07364614095891,179.560664894749
0.1,0.001,30,30,3,34.3195266272189,25.211258994168,53.8461538461538,31.4671123313836,25.9551004332414,39.9515004546832,4.58467556050413,177.451916295871
0.1,0.01,30,30,3,36.094674556213,26.0392399168638,55.6213017751479,33.28611898017,27.2569108834332,42.7402243103971,6.85101875664246,176.143152838911
0.1,0.1,30,30,3,39.0532544378698,12.3269609636949,42.0118343195266,33.082565356404,23.9809134287662,53.319187632616,1.50657052604867,206.665974755514
0.1,1,30,30,3,28.9940828402367,7.55686248716319,40.8284023668639,26.4512268102932,21.8552215189873,33.4949984843892,-2.33005566857731,213.920101160361
0.1,10,30,30,3,34.3195266272189,9.44145542819988,37.2781065088757,34.0137139212247,23.0769230769231,64.6559563504092,-0.363210888197543,213.548649125657
0.1,100,30,30,3,33.7278106508876,11.4102613347126,41.4201183431953,31.4540682414698,24.0603919049149,45.407699302819,1.54249275041113,207.749945971991
0.1,1000,30,30,3,33.7278106508876,11.4102613347126,41.4201183431953,31.4540682414698,24.0603919049149,45.407699302819,1.54249275041113,207.749945971991
0.1,10000,30,30,3,33.7278106508876,11.4102613347126,41.4201183431953,31.4540682414698,24.0603919049149,45.407699302819,1.54249275041113,207.749945971991
0.1,100000,30,30,3,33.7278106508876,11.4102613347126,41.4201183431953,31.4540682414698,24.0603919049149,45.407699302819,1.54249275041113,207.749945971991
1,1e-05,30,30,3,39.0532544378698,23.1280802061905,53.2544378698225,33.1112398609502,31.7059639389736,34.6468626856623,11.6759225534742,178.550439783276
1,0.0001,30,30,3,39.0532544378698,23.1280802061905,53.2544378698225,33.1112398609502,31.7059639389736,34.6468626856623,11.6759225534742,178.550439783276
1,0.001,30,30,3,40.2366863905325,23.3864167379595,51.4792899408284,33.6462093862816,32.1290678433536,35.3137314337678,12.3043409194085,178.02792183622
1,0.01,30,30,3,35.5029585798817,22.2196606371169,47.9289940828402,30.8056311368745,25.2619324796275,39.4665050015156,3.44249237167771,183.422039763895
1,0.1,30,30,3,27.2189349112426,21.7786196575841,44.9704142011834,28.8731747635228,20.7114624505929,47.6508032737193,-5.21198256590266,188.319814888896
1,1,30,30,3,47.9289940828402,26.0636292104481,49.112426035503,39.1692789968652,26.413698340556,75.7502273416187,7.18339390553095,185.712808051558
