Lambda,Alpha,Dimension,m,k,ACC,NMI,Purity,Fscore,Precision,Recall,AR,Entropy
0.001,1e-05,20,20,3,39.8323554065381,44.2042276744238,67.0159262363789,34.9987370201408,61.628533961843,24.4454428810272,28.3888147534005,173.813288893247
0.001,0.0001,20,20,3,40.2011735121542,44.3291435593792,67.162615255658,35.2534710128667,61.9451751869339,24.6501103800443,28.6597036180905,173.349043168845
0.001,0.001,20,20,3,40.5909471919531,44.5843714955164,67.1332774518022,35.9248011529884,62.4778726651113,25.223352183624,29.3302396820266,172.607391938435
0.001,0.01,20,20,3,39.9329421626153,44.6770932889495,67.2841575859179,35.1415337721137,61.7355801554255,24.5663209099981,28.5238506780742,172.123353405375
0.001,0.1,20,20,3,39.4132439228835,43.2663844146993,66.5046102263202,33.5627678341322,58.2828554559812,23.5768534559106,26.700016293893,177.749653735646
0.001,1,20,20,3,37.8415758591785,38.3975991434581,62.476948868399,31.8421825733947,51.6735244053291,23.0473532550233,24.2226909874986,197.775642310097
0.001,10,20,20,3,40.8005029337804,42.0520270709455,63.5163453478625,31.6786376417453,34.3023661832335,29.6490303404717,19.4807780343174,195.667952566779
0.001,100,20,20,3,33.7720033528919,33.3156223929442,55.498742665549,24.8426806950401,22.6650698274301,27.5878828200265,8.49229379200128,229.168898797585
0.001,1000,20,20,3,34.1156747694887,33.1656807036172,55.6496227996647,25.2984052770567,22.7813074229503,28.6913376506115,8.76506735537434,230.605619489841
0.001,10000,20,20,3,34.2539815590947,33.0567694936523,55.4191114836547,25.4887179581604,23.0974251126004,28.5956029428918,9.15419203063483,230.691210303628
0.001,100000,20,20,3,34.2036881810562,33.0270881732368,55.3855825649623,25.4569208707453,23.0778388564265,28.5538270122217,9.11788484304506,230.774394088091
0.01,1e-05,20,20,3,42.7870913663034,51.1110430319125,72.5146689019279,36.6860036599174,65.7830107134395,25.4441338730651,30.3666676955075,147.389352552346
0.01,0.0001,20,20,3,43.5037720033529,51.0987079256089,72.4098910310143,36.9922235629386,66.224602327422,25.6714822031079,30.6930671452552,147.490694000872
0.01,0.001,20,20,3,41.7979882648785,51.3843645980232,72.8080469404862,36.1081834020038,65.3989294316515,24.9453931992068,29.8012024620205,146.178320735
0.01,0.01,20,20,3,43.2481139983235,51.4656795408089,72.4937133277452,36.5464282104278,65.1384600517646,25.4103286344412,30.1780067981372,146.277042309711
0.01,0.1,20,20,3,41.6010058675608,50.502433027129,71.9111483654652,34.9928881371251,62.0015367837306,24.3865375227348,28.4269188086684,150.192006026496
0.01,1,20,20,3,41.3327745180218,45.6739233585218,67.9086336965633,33.4306781755389,54.7057604492877,24.1019254945501,26.0625994194301,170.491888140991
0.01,10,20,20,3,45.7292539815591,51.1799169316784,69.5347862531433,37.6494900147514,49.8536371079586,30.3135354879403,28.8875876907982,157.011544607991
0.01,100,20,20,3,34.7988264878458,39.7632132633254,60.2095557418273,25.4016708964007,25.8908784803073,24.9878603552034,11.2203468254731,203.485318719669
0.01,1000,20,20,3,34.3419949706622,39.1348134859595,59.823973176865,25.1522602515308,25.5461691798002,24.8294617514786,10.845097826371,205.606087798922
0.01,10000,20,20,3,34.2036881810562,39.0839734157171,59.5808885163454,25.2059249264517,25.432113260457,25.0371101597163,10.8053658481771,205.945113383516
0.01,100000,20,20,3,34.6479463537301,39.019795475725,59.5305951383068,25.2390496923892,25.4510703477934,25.0794693117556,10.8369528932647,206.119240356569
0.1,1e-05,20,20,3,43.197820620285,53.6399199011646,73.7720033528919,36.7781190106939,66.2623703786449,25.4748934000942,30.5039523761391,137.85667080643
0.1,0.0001,20,20,3,43.0972338642079,53.6012589537315,73.7007544006706,36.6795879929895,65.7653191032608,25.454523853754,30.3626575513121,138.237998870331
0.1,0.001,20,20,3,42.7619446772842,53.7957108457505,73.8851634534786,36.639165394357,66.0448026370957,25.3629796995762,30.3555431421245,137.381942302418
0.1,0.01,20,20,3,42.4979044425817,53.7065721539064,73.7594300083822,36.6653570428678,65.6609467416459,25.4486700392702,30.3426842513658,137.898440858483
0.1,0.1,20,20,3,44.1827326068734,54.5308973268821,74.0234702430847,37.9301600491996,65.1238123802757,26.7750234368587,31.4406749672466,136.205946020861
0.1,1,20,20,3,43.9773679798827,51.7431961937011,71.5381391450126,36.6808042419902,61.1185780494682,26.2174422070825,29.8361971571951,147.64936555727
0.1,10,20,20,3,47.837384744342,54.3001798011242,71.6806370494552,40.3873999367037,56.8150290136032,31.3769424511714,32.6005807599913,143.763292083106
0.1,100,20,20,3,36.4962279966471,45.1549571681589,65.4568315171836,27.4793878826179,33.0466362042009,23.5507380990439,16.1204772776023,179.21566047264
0.1,1000,20,20,3,36.3788767812238,44.2562724401698,64.2539815590947,26.5963582850093,31.0507519472155,23.281419431208,14.7040898932832,183.143309433515
0.1,10000,20,20,3,36.663872590109,44.0768273981542,64.2958927074602,26.8358763669152,31.107284979096,23.6327995057739,14.8766833179087,184.048853654392
0.1,100000,20,20,3,36.8189438390612,44.1043345497069,64.2875104777871,26.9415770533625,31.2103162266553,23.7428339374355,14.9861475474133,183.982652183889
1,1e-05,20,20,3,44.4006705783738,53.8460359523493,73.5163453478625,37.736865261278,66.0145969960941,26.4263434612244,31.3603073927645,137.963734343887
1,0.0001,20,20,3,44.4300083822297,53.9257950576702,73.4828164291702,37.8530000072873,65.9859604386247,26.5484311345168,31.4662727879334,137.744928416615
1,0.001,20,20,3,44.4593461860855,53.7505041864584,73.3109807208717,37.9856593962582,65.9481238404238,26.6810383932467,31.5807650580753,138.503418054676
1,0.01,20,20,3,43.7133277451802,53.861238672076,73.3570829840738,37.0706997969614,64.5815858324747,26.0024279289593,30.5964610757745,138.033859744403
1,0.1,20,20,3,44.3964794635373,54.02421762519,73.3235540653814,37.2796720304802,63.7333260710216,26.3525119560381,30.6886667478069,138.088625625323
1,1,20,20,3,43.3445096395641,52.4304696723676,71.5549036043588,36.1726298653376,59.2051736998859,26.058870797026,29.1144981117488,145.49837741145
1,10,20,20,3,46.1022632020117,54.0022624323483,71.6596814752724,37.3186178382037,52.9070592505744,28.8598886263193,29.1667297434849,143.8584794874
1,100,20,20,3,37.1207041072925,46.2120870568991,66.1651299245599,28.1095770537576,37.1110263249765,22.6611743054265,17.9728356512527,172.908389731901
1,1000,20,20,3,37.8583403185247,45.9524865161928,65.6370494551551,27.8409503476467,35.7124691468181,22.8362703209446,17.3430088807124,174.446894390777
1,10000,20,20,3,36.6429170159262,45.5800538585469,65.7334450963957,27.3454323053773,34.6761658191372,22.6388390870641,16.588054291436,176.16129423805
1,100000,20,20,3,36.8273260687343,46.131850693576,66.0393964794635,27.7138317745166,35.5850641744569,22.7629572347531,17.1523920473168,173.974285198326
10,1e-05,20,20,3,43.2606873428332,52.7663361731761,72.4601844090528,37.3055190461941,63.9734004071533,26.3407179239047,30.7439978361608,142.694771216928
10,0.0001,20,20,3,43.8767812238055,52.8107890414138,72.3721709974853,38.0924851325917,64.7445000317524,26.9999308774674,31.5514824518451,142.756350918013
10,0.001,20,20,3,42.8667225481978,52.4846576754015,72.2464375523889,36.9700773025518,63.1882697772523,26.1450795557149,30.3469843005783,143.834477227073
10,0.01,20,20,3,44.0905280804694,53.4143396174156,72.9044425817267,38.4657131131018,64.6346011189999,27.3929572779547,31.8676170449541,140.858465262094
10,0.1,20,20,3,45.7334450963956,54.4703280929997,73.0930427493713,39.6619536647376,65.3910055870342,28.4662358028798,33.0586025190057,137.584225061471
10,1,20,20,3,43.1684828164292,51.5205720930622,71.2070410729254,36.1712213861581,58.0656977553079,26.2795012809269,28.9599061636703,149.489552090001
10,10,20,20,3,43.9773679798827,52.6156945545316,70.9178541492037,36.5014435693875,53.4121768129802,27.7766305357428,28.5304809200879,148.344535099988
10,100,20,20,3,38.3151718357083,46.9306071769711,66.848281642917,29.3726968233447,39.4330235543023,23.4267063545208,19.6078904553275,170.006305952174
10,1000,20,20,3,36.7225481978206,46.4595856004482,66.2279966471081,28.1137377848471,36.5614627924432,22.8873777935224,17.7891794466143,172.406740074896
10,10000,20,20,3,36.8063704945516,46.1472898745178,65.8340318524727,28.0364341321361,36.5499947574541,22.7874309314693,17.7304665542524,173.508358000835
10,100000,20,20,3,36.848281642917,46.2232483214741,65.9178541492037,28.1341376485736,36.8365596647579,22.8093125332112,17.8923222542375,173.123513140414
100,1e-05,20,20,3,44.2875104777871,51.741124027936,71.7351215423303,37.4012489570814,62.5790247456206,26.6872378203937,30.6654468779796,147.191431285664
100,0.0001,20,20,3,44.1450125733445,51.7393212345594,71.7728415758592,37.3425387134988,62.4500658911537,26.6493284313937,30.596855943367,147.271541403074
100,0.001,20,20,3,44.4006705783738,51.3264158339337,71.5507124895222,37.5779645450632,62.6528360212056,26.8552055747323,30.8365963370738,148.674694309964
100,0.01,20,20,3,43.7510477787091,52.0390188186503,71.756077116513,36.9667384320821,61.6003964658913,26.4154782631236,30.1471511324073,146.160130954933
100,0.1,20,20,3,44.0695725062867,52.2334231735341,71.7015926236379,37.0190612028377,60.9176179113885,26.5994090023458,30.1176321705428,145.864124901411
