Lambda,Alpha,Dimension,m,k,ACC,NMI,Purity,Fscore,Precision,Recall,AR,Entropy,std1,std2,std3,std4,std5,std6,std7,std8
0.001,1e-05,5,5,3,36.8965517241379,13.8615122338517,46.551724137931,27.609092521544,30.6462809927167,25.1299504950495,7.45170383466485,180.418827772305,5.0398071881365,5.67343125800309,5.54232802355917,4.32916473520385,4.33985395162691,4.28739837266796,5.25076318982402,12.3568538298498
0.001,0.0001,5,5,3,36.2068965517241,13.2715855529693,46.1206896551724,27.2792485189642,30.2109796829121,24.8762376237624,6.97048342292372,181.740160161503,5.09196699616935,5.55558838780885,5.63467573308264,4.34509168320326,4.35605221554048,4.30181831169692,5.27823345662515,12.0823514960108
0.001,0.001,5,5,3,37.3275862068966,13.6819645312849,46.6379310344828,27.7516123649658,30.6086007936479,25.3960396039604,7.48001362803083,180.884253831818,5.51319895011016,6.13192411893287,5.99260234491785,4.75344507660434,4.75274427629518,4.72131792465628,5.76470625601095,13.3417847152999
0.001,0.01,5,5,3,37.4137931034483,12.9128185228302,45.6034482758621,27.6491899319225,30.0007589331332,25.6992574257426,6.84558214867377,182.725215538119,2.99181955972882,3.07416958481013,3.08021314847393,2.26548301224228,2.27189174637835,2.67787420599905,2.66882316240191,6.56209196825052
0.001,0.1,5,5,3,38.448275862069,12.5707786952055,45.1724137931034,27.4722477147604,29.5538353317685,25.6992574257426,6.38836903836753,183.525612555627,4.16815272746408,2.73815648127565,4.22716679274328,2.19239711539259,2.22091514437672,2.37274887424,2.67350517852173,5.93289510166134
0.001,1,5,5,3,34.2241379310345,9.81739648767836,40.7758620689655,26.3818487610413,26.8548663277256,26.200495049505,3.35657354030973,190.046266349849,3.3768952977983,2.84379047912549,3.76973820657646,2.54459001430485,2.01359831701718,4.16055575800768,2.5596798758555,6.05628418996918
0.001,10,5,5,3,34.3965517241379,7.92604165400598,38.7068965517241,28.0079853746439,25.5557100957363,31.664603960396,2.00257532352075,195.092776620542,3.57640311878668,2.32734503399212,3.26247516769769,3.16247776601377,1.66949932624729,7.41771946936942,2.46772977321477,4.70444878340078
0.001,100,5,5,3,31.9827586206897,5.91057931559128,36.2931034482759,27.0777868000027,24.1684854966517,31.3737623762376,-0.102631034832773,199.270535426277,2.35035690191707,0.969183711503715,1.92550178939666,2.33188026575912,0.61875047024997,6.05846012269308,0.884963535435194,1.76797170552024
0.001,1000,5,5,3,32.0689655172414,6.65179052670074,36.0344827586207,26.1264531246262,24.3551724862902,28.4344059405941,0.246462685192708,197.56079102449,3.41941948980311,2.55181728788321,2.59576776796235,2.5165216556381,1.16530524786182,4.59962685820206,1.66931001966912,4.96102240927468
0.001,10000,5,5,3,31.8103448275862,6.34399409148872,36.0344827586207,27.9115795745943,24.05551076752,34.0346534653465,-0.236656882908908,198.723502067107,2.64773551719298,2.044209826924,2.02377205306425,2.76604994797837,0.662409147260829,7.88088777683684,1.02575628740693,3.96041449557394
0.001,100000,5,5,3,31.9827586206897,6.1943958158342,35.948275862069,28.1497891329914,24.0920899015313,34.5977722772277,-0.178741093905253,199.115157868831,2.51990359406825,1.96822874481345,2.07414740604811,2.68661701881304,0.633496802598282,7.63961634036623,0.978114181379711,3.7303442430688
0.01,1e-05,5,5,3,41.9827586206897,19.3307340902108,51.551724137931,31.6936178382508,34.2419359333974,29.529702970297,11.9488451036111,168.710408900233,4.87744504914459,5.52394116755405,4.77046114240164,4.15717451336226,4.39593658796205,4.03688006753631,5.28069154931358,12.1253253723276
0.01,0.0001,5,5,3,41.551724137931,19.563617300199,51.3793103448276,31.6570557357766,34.2458152536581,29.4554455445545,11.9447294346718,168.184682404225,4.71824729925834,5.72756794926087,4.67252336187996,4.13552079269416,4.32957942447571,4.0178849675219,5.19932450345654,12.5326153458394
0.01,0.001,5,5,3,41.9827586206897,18.8334206032615,51.1206896551724,31.3480127600701,34.2032177210394,28.9418316831683,11.7836478995333,169.674870080198,4.39664563042978,5.68483661254774,4.92797241689017,4.19539566649425,4.28554606078343,4.11312630036168,5.1935650855969,12.3293191073133
