Lambda,Alpha,Dimension,m,k,ACC,NMI,Purity,Fscore,Precision,Recall,AR,Entropy
10000,0.01,14,14,3,66.4285714285714,55.3889339515801,67.9523809523809,53.0151476929057,49.6553227554661,56.9195402298851,44.8463908799296,128.230400312532
10000,0.1,14,14,3,62.5238095238095,52.931194960124,63.1428571428571,51.9717570897895,46.9111342091492,58.4761904761905,43.1640983904304,137.288893894767
10000,1,14,14,3,58,50.1202191530181,58.9047619047619,48.5179495077968,41.6440194099477,58.3054187192118,38.5405239620854,147.454317466905
10000,10,14,14,3,52.1428571428571,45.5912333973991,53.0476190476191,44.3434082927647,37.046647818865,55.7142857142857,33.1488271888926,160.770308146534
0.1,1e-05,21,21,3,68.4285714285714,59.6240325961818,69.3809523809524,55.382070607739,51.3629957057762,60.256157635468,47.5224983622365,117.481881489097
0.1,0.0001,21,21,3,68.4285714285714,59.6064882840124,69.3809523809524,55.3783615248532,51.3679770411737,60.2430213464696,47.5194550585655,117.523560837298
0.1,0.001,21,21,3,69.7142857142857,60.2314619866105,70.9047619047619,56.9724841448117,52.6381221591929,62.2594417077176,49.3676815505633,116.245523613479
0.1,0.01,21,21,3,68.2380952380952,58.1992017588341,69.6666666666667,54.8562707864852,51.0445090829949,59.448275862069,46.9337795389898,120.952017751183
0.1,0.1,21,21,3,68.0952380952381,59.0481670012455,70.0952380952381,54.7988279164011,50.7730756210202,59.6354679802956,46.8154624623236,118.69744230744
0.1,1,21,21,3,65.8095238095238,56.3879152918323,67.7619047619048,52.4581117093452,48.9547882980888,56.6896551724138,44.0811793598765,125.72744076394
0.1,10,21,21,3,60.1904761904762,54.5146106978452,61.8571428571429,45.7170550738101,37.1088759200227,60.1543513957307,34.3790465175018,138.906594605796
1,1e-05,21,21,3,78.9047619047619,67.1997799271191,79.4285714285714,65.4362415968511,62.8376312419654,68.2791461412151,59.5870585650963,94.2156166950968
1,0.0001,21,21,3,78.9523809523809,67.3433119723574,79.4761904761905,65.6563218397039,63.0377856552847,68.5188834154351,59.8444949072407,93.8322712091075
1,0.001,21,21,3,76.0476190476191,65.3599237135843,77.3333333333333,63.2622409853272,60.5131921866596,66.3021346469622,57.0315230990653,99.6159492703596
1,0.01,21,21,3,75.9523809523809,65.0821627446001,77.2857142857143,62.6008121792588,59.8347185696072,65.6551724137931,56.247051592768,100.384249534215
1,0.1,21,21,3,77.047619047619,65.9467953702621,78.0952380952381,63.7175165008455,61.2010917997496,66.5221674876847,57.5722580678422,97.6828913273407
1,1,21,21,3,70.5714285714286,59.0888870770262,72.5238095238095,57.062517995501,54.5190997801968,59.8981937602627,49.7527460201274,116.968263521299
1,10,21,21,3,69.7142857142857,60.3415553014837,70.8571428571429,54.3993462502321,48.8253299578816,61.5960591133005,46.0304883179598,117.065269211833
10,1e-05,21,21,3,75.3809523809524,64.5288519078581,76.8095238095238,62.3094146606059,59.9461247491596,64.9556650246305,55.9292208719579,101.596136251568
10,0.0001,21,21,3,75.5714285714286,64.645738001558,77,62.4301202935967,60.0881319049778,65.0509031198686,56.0738437364646,101.24620145854
10,0.001,21,21,3,75.6666666666667,65.0148939412914,77.0952380952381,62.680221410648,60.3169428419688,65.3333333333333,56.3665580966394,100.245776545381
10,0.01,21,21,3,75.9523809523809,64.9718947834943,77.0952380952381,62.8137732798957,60.5676658301816,65.2807881773399,56.5489381255534,100.177845462614
10,0.1,21,21,3,75.7619047619048,63.9400292381442,76.4285714285714,61.817495820274,59.8021792799863,63.9967159277504,55.417549909699,102.786545589018
10,1,21,21,3,70.0476190476191,57.6121282957765,71.1428571428571,54.9135778004412,51.9462792979237,58.3218390804598,47.1478100886145,121.491608332408
10,10,21,21,3,67.7619047619048,57.1385465749988,68.7142857142857,52.3028375597972,48.746498215484,56.6732348111658,43.8488962170359,123.715023471155
100,1e-05,21,21,3,74.8095238095238,63.7435047889027,76.2380952380952,61.4719174272106,58.965354470804,64.2725779967159,54.9370657521128,103.935017281236
100,0.0001,21,21,3,74.9047619047619,63.82531097857,76.3333333333333,61.5053673922918,58.9902969927248,64.3152709359606,54.975494543975,103.71279297762
100,0.001,21,21,3,75.0952380952381,64.1962121150011,76.4761904761905,61.7154157176233,59.0700193862624,64.6929392446634,55.204241500647,102.821906046099
100,0.01,21,21,3,75,63.060790927339,75.3333333333333,60.5852070026742,57.9620531136632,63.576354679803,53.866966093031,105.963814000618
100,0.1,21,21,3,74.3809523809524,61.9665846736294,74.9047619047619,59.6255717364137,57.1979600708879,62.3185550082102,52.7837395027698,108.746819852029
100,1,21,21,3,70.9523809523809,57.1852385173499,71.1904761904762,54.5990935529475,52.1835036009416,57.2807881773399,46.8835641640977,122.166239577895
100,10,21,21,3,64.3333333333333,55.0231761502944,65.7142857142857,50.2690662828981,45.4374845378821,56.4269293924466,41.2510323852885,131.051213980221
1000,1e-05,21,21,3,72.3333333333333,61.4249565698305,74,59.0429948678968,55.9245406625638,62.6600985221675,51.9958300812122,111.174125114072
1000,0.0001,21,21,3,72.2857142857143,61.3944751236813,74.0476190476191,59.0234620078774,56.0157966588011,62.4794745484401,51.9948448737564,111.093952023037
1000,0.001,21,21,3,72.2857142857143,61.7533111612573,73.9523809523809,58.8978617290924,55.7972311209005,62.4729064039409,51.8327171773024,110.17720378946
1000,0.01,21,21,3,72.4761904761905,61.7379854227229,74.1428571428572,59.2382846708275,56.5002441421577,62.3481116584565,52.2721314776259,109.853950619837
1000,0.1,21,21,3,71.7142857142857,60.4739082242252,73.0476190476191,57.4986045277151,54.9333981496946,60.3908045977011,50.264857865369,113.177329017154
1000,1,21,21,3,69.7619047619048,55.9412712043636,69.952380952381,53.2790649596888,51.1141813249617,55.6945812807882,45.3662053183974,125.417880524741
1000,10,21,21,3,60.5238095238095,50.117208697844,61.1904761904762,46.9516275999241,40.9342986225991,55.2249589490969,36.8759765138583,146.401231818247
10000,1e-05,21,21,3,67.7619047619048,56.4190940403178,68.9523809523809,54.3732118125675,50.4564923990075,59.0837438423645,46.3126276684707,126.214047542913
10000,0.0001,21,21,3,68,56.8265948311665,69.2380952380952,54.679494532082,50.8358173917573,59.2676518883415,46.6968444135146,124.858118567912
10000,0.001,21,21,3,66.5238095238095,55.6862721623385,67.7142857142857,53.370687801251,49.1659022600908,58.5353037766831,45.0420391060329,128.636498910576
10000,0.01,21,21,3,66.9047619047619,55.5925157431277,67.6190476190476,54.0045108882446,49.4423174963751,59.6912972085386,45.7176067000799,129.416343286406
10000,0.1,21,21,3,63.8571428571429,54.2286237630953,64.6666666666667,52.7932551576978,46.8966263100912,60.5977011494253,43.995167214505,134.914794778388
10000,1,21,21,3,58.3809523809524,49.9403399484042,59.3333333333333,48.2099204998908,41.5145377127574,57.76026272578,38.2290914787632,147.791635223155
10000,10,21,21,3,50.9047619047619,44.4741739776245,51.9047619047619,42.7623205474481,35.1282626835003,55.0837438423645,31.0707169681458,164.841829388185
