Lambda,Alpha,Dimension,m,k,ACC,NMI,Purity,Fscore,Precision,Recall,AR,Entropy
0.001,1e-05,10,10,3,73.485,63.976274518509,74.265,61.8603138037311,61.0151086719448,62.7440703517588,57.5784717529201,120.284392365362
0.001,0.0001,10,10,3,73.42,63.9866971853855,74.245,61.8159253912787,60.969296197806,62.7009045226131,57.5288770170719,120.250859072626
0.001,0.001,10,10,3,73.655,64.2334495197192,74.44,62.0598816046092,61.188130171507,62.9719095477387,57.7986478732568,119.45000275077
0.001,0.01,10,10,3,74.87,66.2866717753283,75.64,63.8789612029507,63.0010700525953,64.7977889447236,59.823282424045,112.633885307903
0.001,0.1,10,10,3,73.12,65.2519908182642,74.7,62.4049704393529,60.8271590111604,64.0765829145729,58.127743061775,116.604265449801
0.001,1,10,10,3,66.275,53.5583247819447,67.545,51.6839087226147,50.1971594742093,53.2937185929648,46.168960754774,155.377631705077
0.001,10,10,10,3,71.745,61.493174869915,73.425,58.276117714397,56.0537858774115,60.8114070351759,53.4448219462063,129.68181739468
0.001,100,10,10,3,50.475,47.2216914740571,51.26,29.2906954685318,21.015693197984,48.9484422110553,17.7982475118843,189.808072445105
0.001,1000,10,10,3,43.795,39.0751341374682,44.3,23.1111978255056,15.4889810242691,46.2811557788945,9.64291078198629,219.116172220511
0.001,10000,10,10,3,43.6,39.2885366765968,44.085,22.8690433309014,15.0826324779664,47.5797989949749,9.13122683857344,219.369432204101
0.001,100000,10,10,3,43.605,39.1775496283811,44.06,22.8934389105049,15.1141553811924,47.4776381909548,9.17739777491561,219.642190784346
0.01,1e-05,10,10,3,74.39,64.6283018231958,75.365,62.8860149476492,62.0137176459554,63.7995979899498,58.7180054209882,118.128182699631
0.01,0.0001,10,10,3,74.43,64.6501428899814,75.41,62.9037241275327,62.038898972464,63.8089447236181,58.7378720397731,118.051584378815
0.01,0.001,10,10,3,74.38,64.7418321166023,75.365,62.9193082640029,62.0433605088137,63.8368341708543,58.7547093079066,117.755286777323
0.01,0.01,10,10,3,75.155,66.4811940643262,76.3,64.3610316436052,63.2975592073384,65.4786432160804,60.3461026047747,112.111763525905
0.01,0.1,10,10,3,74.605,65.9250426699598,75.47,62.9648830758749,61.9412336917954,64.0293467336683,58.7955536732207,113.95029266997
0.01,1,10,10,3,68.755,55.8647978315633,69.605,53.2728207861678,52.0057975321602,54.6166834170854,47.9649354774333,147.594334636517
0.01,10,10,10,3,73.735,63.4065860022543,74.575,60.4116539859322,58.5938387469048,62.3860301507538,55.8800821352371,122.964293787088
0.01,100,10,10,3,56.055,51.8330187978815,56.55,33.9673309152472,25.5333333673161,50.9875376884422,23.8397461748296,172.464963599513
0.01,1000,10,10,3,46.33,42.1891511489191,47.045,24.5358936556083,16.6752441910635,46.4697487437186,11.5761843701569,208.21131962996
0.01,10000,10,10,3,45.945,41.3831780815082,46.57,24.2532680598823,16.5484155674267,45.6574371859296,11.3012326469696,210.535508181598
0.01,100000,10,10,3,45.97,41.3918509209648,46.58,24.3644085320888,16.6539079470416,45.653567839196,11.4561404643691,210.426867969616
0.1,1e-05,10,10,3,75.575,64.6701860695348,76.21,62.9268981244069,62.4106207792447,63.4546733668342,58.7893333929467,117.747928890207
0.1,0.0001,10,10,3,75.565,64.653173943765,76.2,62.9020027010541,62.3876862510214,63.4276381909548,58.7617877903227,117.802579460572
0.1,0.001,10,10,3,75.455,64.7022016758421,76.075,62.888786928428,62.3670136150398,63.4219095477387,58.7466805582428,117.644455436332
0.1,0.01,10,10,3,76.005,65.3827950057815,76.565,63.4964656832599,62.9627672806749,64.0417587939699,59.4215159108741,115.391275506134
