Lambda,Alpha,Dimension,m,k,ACC,NMI,Purity,Fscore,Precision,Recall,AR,Entropy
10000,1,10,10,3,67.855,57.9126614525843,69.375,53.8448917932946,51.9481365550302,55.8990954773869,48.5298820587238,141.295568198551
10000,10,10,10,3,69.66,59.5259220626337,69.78,52.2624923084164,48.6610274670593,56.5120100502512,46.536620898114,137.44747802258
10000,100,10,10,3,58.535,51.8435629312347,59.42,43.6518421675264,40.3614413920985,47.779648241206,36.7972787142431,163.114288988607
10000,1000,10,10,3,54.45,49.1229578448473,55.25,36.3247870793774,31.2773367269265,43.8039698492462,27.8916009658331,174.557708612164
10000,10000,10,10,3,53.46,48.1393631714408,53.865,33.2222324464534,27.2455048211477,42.6406030150754,23.9919689160605,179.156633355912
10000,100000,10,10,3,52.585,47.7213465505748,53.285,34.4368902078243,29.2714090704183,42.2297989949749,25.650531928602,179.434356273626
100000,1e-05,10,10,3,60.51,52.663818965107,61.04,50.0792165730129,46.9707806531408,53.7023115577889,44.1341258136368,160.187927581352
100000,0.0001,10,10,3,61.225,53.0386064044916,61.78,50.5433132580403,47.4970794187858,54.0905527638191,44.6631387333506,158.8800959256
100000,0.001,10,10,3,60.555,52.7270782523964,61.11,50.1296144098794,47.055170753076,53.7064824120603,44.1957451849468,159.928098569438
100000,0.01,10,10,3,60.335,52.5833428422177,61.175,49.7580918760456,47.1699043813036,52.6840703517588,43.8593714056475,159.890635848497
100000,0.1,10,10,3,56.96,50.0149306656893,57.42,47.6742133997722,44.2957229094811,51.6886432160804,41.3852259554956,169.386739546999
100000,1,10,10,3,54.845,49.5186806774702,55.19,47.1298925309832,42.73376995632,52.6285929648241,40.5927002259824,172.16190569409
100000,10,10,10,3,52.495,50.1704905915343,52.72,47.6922031503259,42.9601906451183,53.6375376884422,41.1918935725263,170.214052635287
100000,100,10,10,3,47.325,44.7417073553885,47.66,41.9703438847341,37.4425299920611,47.8455778894472,34.6503450841465,188.049758680281
100000,1000,10,10,3,49.665,45.020627416604,50.145,40.6862814558907,36.6766083659887,45.8706030150754,33.286977733478,186.484073096145
100000,10000,10,10,3,50.025,44.5338618935732,50.48,39.5721991258411,35.698310707113,44.6088944723618,32.0184192376314,187.924987912892
100000,100000,10,10,3,49.81,44.5554501044335,50.23,39.4888901538794,35.7351879259422,44.3044723618091,31.9660044148368,187.738438347261
0.001,1e-05,20,20,3,79.085,76.3102010589104,81.48,72.7142997030555,69.9500000478878,75.7949246231156,69.5682477897861,80.7981712922555
0.001,0.0001,20,20,3,78.88,76.1283866037452,81.245,72.3929145048479,69.5501376335526,75.5582412060301,69.2064012794621,81.4635923625942
0.001,0.001,20,20,3,79.255,75.7410574425146,80.875,72.0540853415651,69.8290940769805,74.5036180904523,68.8571634440312,82.2734841667157
0.001,0.01,20,20,3,79.27,76.0600792325194,81.04,71.9907175448684,69.2876314474721,75.0225125628141,68.7606943827616,81.6377991487233
0.001,0.1,20,20,3,79.44,78.8531450144655,82.71,74.1982338634602,69.9505899821356,79.0875376884422,71.1524813365242,73.5781523266199
0.001,1,20,20,3,75.66,72.2466222702763,77.87,66.8433058363348,62.123656783265,72.5308542713568,62.8475627921297,96.1911766695484
0.001,10,20,20,3,71.95,74.5368048487649,75.845,64.6283241781175,57.2139394175354,74.9380904522613,60.0676092329638,92.0110540963711
0.001,100,20,20,3,65.455,62.0188422834052,66.675,43.0022025222285,34.0059733631361,58.6372361809045,34.783998202152,137.129692201894
0.001,1000,20,20,3,62.96,59.6595401810409,64.385,39.1300892570933,29.8958639199864,56.8509045226131,29.9953529364432,146.633764087647
0.001,10000,20,20,3,62.63,59.3681104736264,63.75,38.7663772639418,29.6967396310588,56.2120100502513,29.5876993310074,147.44862807784
0.001,100000,20,20,3,62.77,59.3295140213559,63.88,38.6200980426612,29.4381756197802,56.4169346733668,29.3775651906027,147.806235970576
0.01,1e-05,20,20,3,80.395,75.604613331997,82.04,72.4123720571837,70.2731922855334,74.7771859296482,69.2580181904347,82.6730002448188
0.01,0.0001,20,20,3,79.795,75.7700077999357,81.72,72.4995242104596,70.0770593393961,75.1873869346734,69.3443055850811,82.3424944109712
0.01,0.001,20,20,3,81.51,75.896109885642,82.795,73.0461346295842,71.4395347862956,74.7892462311558,69.9896756628617,81.3068269499623
0.01,0.01,20,20,3,82.32,76.4893405724919,83.61,73.7736904168434,72.0808753950076,75.6156281407035,70.7959337636218,79.4050198886819
0.01,0.1,20,20,3,82.285,78.364543990899,84.245,74.9866421105687,72.4866601807597,77.7919095477387,72.1116732819776,73.7826471359483
0.01,1,20,20,3,78.62,72.8761480411025,80.665,68.770028198419,65.339410849009,72.676432160804,65.1083807864635,92.8606201408266
0.01,10,20,20,3,69.94,73.4457829539195,74.83,62.6821334849566,55.2093674408576,73.4039698492462,57.8314242515267,95.6647686259238
0.01,100,20,20,3,66.86,63.5405403588647,68.4,45.4509689366003,35.9928203832795,61.7692462311558,37.6077375647926,132.352426679939
0.01,1000,20,20,3,65.02,60.196872620836,65.93,40.595508014219,31.6559799913772,56.8136683417085,31.8862554877384,143.610356024638
0.01,10000,20,20,3,64.6,60.0989337265682,65.515,40.4906776860274,31.520218437054,56.8651256281407,31.7445464478417,144.029132650228
0.01,100000,20,20,3,64.65,60.1268803376007,65.56,40.498988480954,31.5227452797497,56.8769346733668,31.754790135764,143.942211975637
0.1,1e-05,20,20,3,83.85,76.4720143826128,84.57,74.4270388667659,73.1765052030726,75.7694974874372,71.5439922500177,79.0890826159912
0.1,0.0001,20,20,3,84.22,76.6494295013633,84.94,74.7195462575884,73.4411096960479,76.091959798995,71.8679386959468,78.5168255621728
0.1,0.001,20,20,3,84.99,76.6244886387161,85.285,75.1176201605375,74.2794114691186,75.9927638190955,72.3300758130982,78.2635511267906
0.1,0.01,20,20,3,84.655,77.5263745281469,85.51,75.5127252317619,73.9740452653013,77.2034170854271,72.7393063523373,75.8267036408177
0.1,0.1,20,20,3,86.62,79.7117559906401,87.535,78.4022091880197,77.0411170366699,79.9157286432161,75.9594079381389,68.4388032834827
0.1,1,20,20,3,77.745,72.5226365005304,80.11,68.2804469122367,64.736245740511,72.3735175879397,64.5515468695898,94.124877991349
0.1,10,20,20,3,76.57,76.5251505732627,79.43,68.4340778174589,62.0004393422883,77.3749246231156,64.4011220342911,84.0744212182038
0.1,100,20,20,3,70.76,66.0260849020213,71.765,49.571993768548,40.9287219637409,63.3082914572864,42.5931780930856,122.0697357769
0.1,1000,20,20,3,66.605,61.3777371683103,67.82,42.7261868049291,33.5538663728401,59.0798492462311,34.372814911487,139.538814089513
0.1,10000,20,20,3,65.775,60.6015654675447,66.845,42.006567113877,32.8790160597402,58.4267336683417,33.52174485362,142.170447415779
0.1,100000,20,20,3,65.885,60.6475923780906,66.935,42.0012178348992,32.8629656079962,58.4462814070352,33.5119958887646,142.019863813638
1,1e-05,20,20,3,86.68,77.1035120888214,86.68,76.3816593440949,75.791695796902,76.9832663316583,73.7462886581378,76.4874651067197
1,0.0001,20,20,3,86.82,77.1932190408386,86.82,76.5632147722072,75.988938732352,77.1484924623116,73.9488310636523,76.1767336593096
1,0.001,20,20,3,87.345,77.4590918802977,87.345,77.0483230580747,76.547557505628,77.5570854271357,74.4915523327994,75.2410689027225
1,0.01,20,20,3,87.28,77.9004231178166,87.285,77.3605274198765,76.83656238321,77.8938190954774,74.8371526189125,73.7886934197624
1,0.1,20,20,3,86.42,78.416125883113,86.885,77.1166013419163,76.2896017558184,77.9794472361809,74.5511381790941,72.3243146006259
1,1,20,20,3,84.26,75.6362121996353,84.915,74.0879969745963,72.4375715210387,75.9017085427136,71.1372033038208,82.2008618843463
1,10,20,20,3,78.46,76.6255907171378,81.32,69.7597117596468,64.3805637305657,76.8560301507538,66.0092762436747,82.3611724345816
1,100,20,20,3,74.5,68.5684605937519,75.715,55.5502112273604,48.1511101625482,65.9457286432161,49.7490925960873,111.225210159471
1,1000,20,20,3,70.31,64.6176443060208,71.7,47.3000064930522,38.4493871853231,61.6254773869347,39.9247328869585,127.129012173475
1,10000,20,20,3,69.96,64.3149979159804,71.345,47.0364474383972,38.2164989982007,61.3138190954774,39.6206734662694,128.108603156939
1,100000,20,20,3,71.03,64.5613701655627,72.005,47.4014152670793,38.8147856560912,61.0956783919598,40.0886139940514,126.920550168482
10,1e-05,20,20,3,85.005,75.3972994072791,85.005,74.3935132775386,73.6583899229804,75.1515075376884,71.5287659194074,82.270076954176
10,0.0001,20,20,3,85.915,75.9298290471086,85.915,75.3979981783824,74.849455814235,75.9561306532663,72.6552523914048,80.3491955868879
10,0.001,20,20,3,85.17,75.5065653400096,85.17,74.634441153247,73.9402811531594,75.3500502512563,71.7985462204659,81.8768042299829
10,0.01,20,20,3,85.075,75.8549443643264,85.075,74.615646259904,73.7909325614345,75.4632663316583,71.7722086908586,80.8020088358813
10,0.1,20,20,3,83.34,76.0323005213221,83.945,73.6899612318235,72.3638988541402,75.1056281407035,70.7114228571289,80.5772835987326
10,1,20,20,3,81.815,73.6017180747283,82.89,71.637674106007,69.9367950945861,73.5021608040201,68.3987921555637,88.9674008519118
10,10,20,20,3,80.03,75.4675726386416,82.125,70.7137990665528,66.7468496364299,75.5525628140703,67.2098857918128,84.8226788763529
10,100,20,20,3,74.25,67.5302799788209,74.57,54.5743913382964,47.6838726255942,64.0952261306533,48.6786115704281,114.098525711622
10,1000,20,20,3,68.215,62.3256264466769,68.78,46.0625285295384,38.1415416552589,58.2684422110553,38.6684368827361,133.396747639135
10,10000,20,20,3,70.285,63.2004655050201,70.34,46.2071221802808,38.1687201075384,58.57,38.8290468345971,130.652596925164
10,100000,20,20,3,70.355,63.275411310484,70.405,46.2820103825862,38.2537435054024,58.6166331658291,38.9186924485742,130.385404741546
100,1e-05,20,20,3,83.145,73.8286295664622,83.425,72.2732974556932,71.2879520640848,73.2906030150754,69.1588394556439,87.6494968125552
100,0.0001,20,20,3,83.025,73.7782751967964,83.305,72.1498455694724,71.1544514264276,73.1778391959799,69.0210154972169,87.8283869510174
100,0.001,20,20,3,82.785,73.4803577153936,83.065,71.5347275669923,70.3579661527718,72.758743718593,68.3266798603983,88.9524594194865
100,0.01,20,20,3,82.71,73.6888071006647,82.99,71.6778402900177,70.5376835532863,72.861256281407,68.4892055171729,88.2491468650444
100,0.1,20,20,3,80.56,73.516896840818,81.01,69.4427733338218,67.1431806060786,72.0156783919598,65.9153847963763,89.7171838660813
100,1,20,20,3,79.7,71.6684143668423,80.56,67.3418034165993,63.9369659134245,71.3113567839196,63.4903303392991,96.7542865472215
100,10,20,20,3,75.525,70.9320427536604,77.75,63.002104518578,57.6252330647982,69.8871859296482,58.4273188725091,101.216328885579
100,100,20,20,3,67.955,63.168260348675,69.21,49.6495073952817,42.2529291384633,61.2171356783919,42.849048760459,130.073102288483
100,1000,20,20,3,64.945,59.5801182034157,65.685,40.6247939495244,31.9371017521309,56.1172864321608,31.9838655777065,145.011702028612
100,10000,20,20,3,63.615,58.9130694269711,64.58,40.5945623553562,32.2090854622145,55.1088944723618,32.0506209873462,146.622635126361
100,100000,20,20,3,64.635,58.9892441617148,65.31,39.8280603052337,31.2911017900681,54.9909045226131,31.0668304531622,146.827622052578
1000,1e-05,20,20,3,80.115,70.6595790934252,80.46,67.4922222118447,65.4063573980089,69.7818592964824,63.7536313365071,99.0317162036374
1000,0.0001,20,20,3,78.845,70.1188996166715,79.62,66.3575908232684,63.8221225683096,69.243567839196,62.4452047534894,101.20707939285
1000,0.001,20,20,3,79.95,70.7757083668786,80.315,67.7602986195957,65.8045392309711,69.8994472361809,64.0611210059585,98.5463015503232
1000,0.01,20,20,3,81.005,71.6159312232502,81.265,68.4079151902764,66.3641195182644,70.638743718593,64.778152530033,95.8268052763117
1000,0.1,20,20,3,79.05,72.0521175914677,80.2,66.626804150481,63.01745958837,70.8544221105528,62.6682124166093,95.6129626955401
1000,1,20,20,3,77.775,69.4398078596018,78.245,62.868847071104,58.4630836725266,68.2418090452261,58.3803742991338,105.096545492776
1000,10,20,20,3,78.39,69.5603510918814,78.475,61.1663547383242,56.1646242473102,67.5747738693467,56.355638145619,105.388395081541
1000,100,20,20,3,69.68,63.8548692142613,70.34,47.7502019190309,39.6824799062708,60.2177889447236,40.6088078457202,128.516232536001
1000,1000,20,20,3,63.475,57.5629621110437,64.125,39.2508965889657,30.9500843900789,54.4445728643216,30.3624740938096,151.589504078971
1000,10000,20,20,3,63.275,57.3977069582422,63.825,37.8652820890204,29.0580744985179,54.5118592964824,28.5695476705989,153.189105389409
1000,100000,20,20,3,63.185,56.9393297988204,63.64,37.6120730921734,28.8952056595483,53.9558793969849,28.3046291319886,154.517309270158
10000,1e-05,20,20,3,82.06,71.2804336380799,82.37,69.1193018135954,67.5352954089715,70.8274874371859,65.5987264547035,96.5512074926147
10000,0.0001,20,20,3,82.195,71.8924707659041,82.695,69.7310692521469,68.1473457830711,71.4384924623116,66.2818340301091,94.5008361375875
10000,0.001,20,20,3,80.18,70.6710258738575,80.97,67.3842460507328,65.1181898191753,69.9148743718593,63.6181420698658,99.0719468616645
10000,0.01,20,20,3,80.115,70.2095062089998,80.625,66.7458398406469,64.3506610684143,69.4413567839196,62.8952541499227,100.739043734329
10000,0.1,20,20,3,80.265,70.5068292926659,80.265,65.0967391491498,61.6739535600573,69.0692964824121,60.9806765169235,100.575078586279
10000,1,20,20,3,77.155,67.5157770956321,77.725,60.7657653109798,56.4627247116258,66.0361809045226,56.0159618462731,111.430141110073
10000,10,20,20,3,72.52,64.9004865437956,73.22,55.859800680614,50.6697518953721,62.4827638190955,50.3832406738405,121.161594831914
10000,100,20,20,3,63.065,57.6327222933392,63.5,46.4837148569968,41.9700022045917,52.5488944723618,39.7920565928027,145.263309208451
10000,1000,20,20,3,63.545,57.5160810702787,63.86,41.695064169946,35.1363801118881,52.7844221105528,33.6182035615992,149.15373978
10000,10000,20,20,3,63.745,57.7558598687278,63.985,40.9881163623114,34.0860499406848,52.8214572864322,32.7359608744055,148.804638661466
10000,100000,20,20,3,63.025,56.7859950156133,63.255,40.1828770326171,33.2891906449041,52.166783919598,31.7797081143938,152.161094524596
100000,1e-05,20,20,3,72.705,63.8908411539737,73.29,61.9713285874144,59.7745050075098,64.459648241206,57.5671308762228,121.711820758213
100000,0.0001,20,20,3,72.505,63.5896730475214,73.055,61.4823761388347,58.9115668343186,64.4052763819096,56.9903387471398,122.987909991531
100000,0.001,20,20,3,74.43,64.551123452889,74.8,62.9724373974774,60.9918717298998,65.1670854271357,58.7155029241221,119.337153138575
100000,0.01,20,20,3,69.63,62.3156330510054,70.135,59.5064615115767,56.0038254870095,63.5546231155779,54.7108339842128,128.14001870454
100000,0.1,20,20,3,68.425,60.7865462637148,68.75,57.7696627344897,54.1863664034842,61.9055276381909,52.7492144479142,133.236837750555
100000,1,20,20,3,65.5,57.8465977141162,66.48,55.1138418331104,50.9174866354999,60.2707537688442,49.6455119464633,143.639156954453
100000,10,20,20,3,62.1,56.7319100973622,62.37,51.1448561265363,45.9650940795504,57.8201507537688,45.0373721363219,148.235977450134
100000,100,20,20,3,56.47,52.1233436907634,57.09,46.6723249924885,42.829638909551,51.5294974874372,40.1274321266405,162.474111253815
100000,1000,20,20,3,59.385,52.9151680236923,59.79,45.0406713791339,40.9530391040118,50.2340703517588,38.2191900553461,160.237811084931
100000,10000,20,20,3,60.645,54.182245318959,61.005,44.9097721564295,40.207682657258,51.1389447236181,37.942703593722,156.505846732478
100000,100000,20,20,3,60.485,54.2502387102382,60.775,45.5012636534327,41.0926675462104,51.0887939698492,38.7128814789352,155.97969230005
0.001,1e-05,30,30,3,81.585,76.8763738988873,83.335,74.1559610120824,71.8232448366278,76.771608040201,71.1882567757724,78.5774678444744
0.001,0.0001,30,30,3,82.57,76.968287049461,83.885,74.5613404475674,72.581074057013,76.7645728643216,71.6561175528479,78.0013921332841
0.001,0.001,30,30,3,82.975,77.1695164978249,84.275,74.7465496680703,72.750873092772,76.977135678392,71.8607839847953,77.3434033323911
0.001,0.01,30,30,3,83.405,77.1038761740928,83.86,74.4005398110246,73.1560789059863,75.7262311557789,71.5166699716441,76.9930628716264
0.001,0.1,30,30,3,83.42,78.4090530408489,84.57,74.9053276776867,72.740742871555,77.3377889447236,72.0288564864932,73.3976468245417
0.001,1,30,30,3,74.095,70.6079338750671,75.9,64.0100651468213,58.9409160572674,70.1799497487437,59.6317906905504,102.15652133587
0.001,10,30,30,3,76.23,76.495879523361,78.475,68.778361020896,62.2698235134852,77.4370351758794,64.8534833421441,84.6271239736487
